filename,filepath,parse_success,error,title,composer,num_parts,num_measures,actual_measures,num_notes,num_chords,num_rest,num_accidentals,accidental_ratio,pitch_min,pitch_max,pitch_range_semitones,num_large_leaps,large_leap_ratio,max_large_leap_semitones,max_polyphony,duration_quarter_lengths,note_density,chord_ratio,tempo_bpm,time_signatures,key_signature_sharps,no_key_signature,right_hand_single_notes,right_hand_chords,left_hand_single_notes,left_hand_chords,left_hand_melody_range_semitones,left_hand_is_melody,selected
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m703-710__c002569.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m703-710__c002569.musicxml,True,,,,2,16,8,75,1,3,4,0.05333333333333334,E2,C5,32,10,0.14084507042253522,15,3,32.0,2.34375,0.013513513513513514,,4/4,0,True,43,0,30,1,12,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m710-717__c002570.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m710-717__c002570.musicxml,True,,,,2,16,8,74,1,7,4,0.05405405405405406,E2,C5,32,13,0.18571428571428572,12,3,32.0,2.3125,0.0136986301369863,,4/4,0,True,41,0,31,1,12,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m715-722__c002571.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m715-722__c002571.musicxml,True,,,,2,16,8,84,3,5,4,0.047619047619047616,E2,C5,32,22,0.2894736842105263,17,3,32.0,2.625,0.037037037037037035,,4/4,0,True,49,0,29,3,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m763-770__c002573.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m763-770__c002573.musicxml,True,,,,2,16,8,51,5,3,0,0.0,A1,E5,43,1,0.029411764705882353,7,4,32.0,1.59375,0.12195121951219512,,4/4,0,True,26,0,10,5,7,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m771-778__c002574.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m771-778__c002574.musicxml,True,,,,2,16,8,52,7,8,0,0.0,E2,E5,36,4,0.13333333333333333,10,4,32.0,1.625,0.18421052631578946,,4/4,0,True,31,0,0,7,0,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m776-783__c002575.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m776-783__c002575.musicxml,True,,,,2,16,8,70,8,8,0,0.0,E2,E5,36,5,0.11363636363636363,9,4,32.0,2.1875,0.14814814814814814,,4/4,0,True,36,0,10,8,14,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m830-837__c002576.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m830-837__c002576.musicxml,True,,,,2,16,8,75,4,0,0,0.0,F2,G5,38,6,0.09230769230769231,9,3,32.0,2.34375,0.056338028169014086,,4/4,0,True,37,0,30,4,21,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m879-886__c002577.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m879-886__c002577.musicxml,True,,,,2,16,8,44,6,3,0,0.0,F2,E5,35,3,0.1111111111111111,12,6,32.0,1.375,0.17142857142857143,110.0,4/4,0,True,9,3,20,3,16,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m884-891__c002578.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m884-891__c002578.musicxml,True,,,,2,16,8,57,9,4,0,0.0,A2,C5,27,8,0.21621621621621623,12,4,32.0,1.78125,0.1875,110.0,4/4,0,True,38,1,1,8,0,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m916-923__c002581.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m916-923__c002581.musicxml,True,,,,2,16,8,77,5,2,0,0.0,G2,F5,34,13,0.2,12,3,32.0,2.40625,0.06944444444444445,,4/4,0,True,49,0,18,5,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m946-953__c002584.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m946-953__c002584.musicxml,True,,,,2,16,8,96,5,1,0,0.0,A2,F5,32,14,0.16666666666666666,10,3,32.0,3.0,0.054945054945054944,,4/4,0,True,58,0,28,5,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m959-966__c002585.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m959-966__c002585.musicxml,True,,,,2,16,8,92,8,0,0,0.0,E2,F5,37,13,0.17567567567567569,12,3,32.0,2.875,0.09523809523809523,,4/4,0,True,56,0,20,8,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m967-974__c002586.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m967-974__c002586.musicxml,True,,,,2,16,8,91,8,2,0,0.0,E2,F5,37,15,0.2054794520547945,12,3,32.0,2.84375,0.0963855421686747,,4/4,0,True,54,0,21,8,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m976-983__c002587.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m976-983__c002587.musicxml,True,,,,2,16,8,94,5,2,0,0.0,E2,E5,36,5,0.06097560975609756,9,3,32.0,2.9375,0.056179775280898875,,4/4,0,True,54,0,30,5,17,False,True
ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m989-996__c002588.musicxml,candidate_musicxml_full_bothhands\ESTOPA_VARIAS_17_covers_Como_Camaron_Fuego_La_Raja_De_Falda__NA__m989-996__c002588.musicxml,True,,,,2,16,8,61,8,6,0,0.0,E2,F5,37,2,0.046511627906976744,9,4,32.0,1.90625,0.1509433962264151,,4/4,0,True,27,4,18,4,17,False,True
ez_tri_gore__NA__m009-016__c002267.musicxml,candidate_musicxml_full_bothhands\ez_tri_gore__NA__m009-016__c002267.musicxml,True,,Čez tri gore,,2,16,8,31,1,5,0,0.0,D3,F5,27,3,0.1111111111111111,15,3,24.0,1.2916666666666667,0.03333333333333333,,3/4,0,True,17,0,12,1,19,False,True
ez_tri_gore__NA__m014-021__c002268.musicxml,candidate_musicxml_full_bothhands\ez_tri_gore__NA__m014-021__c002268.musicxml,True,,Čez tri gore,,2,16,8,32,1,4,1,0.03125,D3,E5,26,2,0.07142857142857142,15,3,24.0,1.3333333333333333,0.03225806451612903,,3/4,0,True,14,0,16,1,17,False,True
Fight_of_the_Elements__NA__m012-019__c000988.musicxml,candidate_musicxml_full_bothhands\Fight_of_the_Elements__NA__m012-019__c000988.musicxml,True,,MMmmmmmmmmmmm,,2,16,8,44,2,3,0,0.0,D2,C5,34,4,0.10526315789473684,13,3,32.0,1.375,0.047619047619047616,,4/4,0,True,29,1,11,1,13,False,True
Final_Fantasy_Adventure_--_Rising_Sun__Kenji_Ito__m001-008__c001929.musicxml,candidate_musicxml_full_bothhands\Final_Fantasy_Adventure_--_Rising_Sun__Kenji_Ito__m001-008__c001929.musicxml,True,,,,2,16,8,93,7,5,3,0.03225806451612903,A2,G5,34,12,0.15584415584415584,16,3,32.0,2.90625,0.08139534883720931,,4/4,0,True,30,0,49,7,24,False,True
Final_Fantasy_Adventure_--_Rising_Sun__Kenji_Ito__m006-013__c001930.musicxml,candidate_musicxml_full_bothhands\Final_Fantasy_Adventure_--_Rising_Sun__Kenji_Ito__m006-013__c001930.musicxml,True,,,,2,16,8,94,9,5,3,0.031914893617021274,A2,G5,34,15,0.20270270270270271,17,3,32.0,2.9375,0.10588235294117647,,4/4,0,True,31,0,45,9,24,False,True
Fireworks_Festival_-_Weathering_With_You__By_Yojiro_NodaArr_Torby_Brand__m050-057__c003391.musicxml,candidate_musicxml_full_bothhands\Fireworks_Festival_-_Weathering_With_You__By_Yojiro_NodaArr_Torby_Brand__m050-057__c003391.musicxml,True,,,,2,16,8,51,4,2,0,0.0,G2,C7,53,9,0.24324324324324326,23,6,32.0,1.59375,0.09302325581395349,,4/4,0,True,33,2,6,2,4,False,True
Fireworks_Festival_-_Weathering_With_You__By_Yojiro_NodaArr_Torby_Brand__m060-067__c003392.musicxml,candidate_musicxml_full_bothhands\Fireworks_Festival_-_Weathering_With_You__By_Yojiro_NodaArr_Torby_Brand__m060-067__c003392.musicxml,True,,,,2,16,8,37,1,0,0,0.0,A3,C6,27,10,0.30303030303030304,12,2,32.0,1.15625,0.027777777777777776,,4/4,0,True,27,1,8,0,12,False,True
For_you__Th_o_Renovell__m065-072__c001374.musicxml,candidate_musicxml_full_bothhands\For_you__Th_o_Renovell__m065-072__c001374.musicxml,True,,For you,Théo Renovell,2,16,8,46,6,4,0,0.0,F2,E4,23,5,0.19230769230769232,12,4,32.0,1.4375,0.17647058823529413,,4/4,0,True,19,6,9,0,16,False,True
For_you__Th_o_Renovell__m070-077__c001375.musicxml,candidate_musicxml_full_bothhands\For_you__Th_o_Renovell__m070-077__c001375.musicxml,True,,For you,Théo Renovell,2,16,8,46,6,4,0,0.0,F2,E4,23,4,0.15384615384615385,16,4,32.0,1.4375,0.17647058823529413,,4/4,0,True,19,6,9,0,16,False,True
Frosty_the_snowman_-_Walter_Rollins__NA__m002-009__c002142.musicxml,candidate_musicxml_full_bothhands\Frosty_the_snowman_-_Walter_Rollins__NA__m002-009__c002142.musicxml,True,,Frosty The Snowman,Steve Nelson and Jack Rollins,2,16,8,46,1,5,1,0.021739130434782608,G2,D5,31,13,0.30952380952380953,10,3,32.0,1.4375,0.022222222222222223,,4/4,0,True,26,0,18,1,11,False,True
Frosty_the_snowman_-_Walter_Rollins__NA__m023-030__c002143.musicxml,candidate_musicxml_full_bothhands\Frosty_the_snowman_-_Walter_Rollins__NA__m023-030__c002143.musicxml,True,,Frosty The Snowman,Steve Nelson and Jack Rollins,2,16,8,51,8,2,2,0.0392156862745098,G2,D5,31,7,0.21212121212121213,12,3,32.0,1.59375,0.18604651162790697,,4/4,0,True,28,1,7,7,12,False,True
Frosty_the_snowman_-_Walter_Rollins__NA__m031-038__c002144.musicxml,candidate_musicxml_full_bothhands\Frosty_the_snowman_-_Walter_Rollins__NA__m031-038__c002144.musicxml,True,,Frosty The Snowman,Steve Nelson and Jack Rollins,2,16,8,53,6,3,3,0.05660377358490566,G2,D5,31,13,0.3333333333333333,12,3,32.0,1.65625,0.1276595744680851,,4/4,0,True,29,0,12,6,12,False,True
Fuel_to_the_fire_piano_cello__NA__m002-009__c002276.musicxml,candidate_musicxml_full_bothhands\Fuel_to_the_fire_piano_cello__NA__m002-009__c002276.musicxml,True,,Fuel to the fire,,2,16,8,75,2,3,0,0.0,D2,F5,39,7,0.10144927536231885,29,3,32.0,2.34375,0.0273972602739726,,4/4,0,True,7,2,64,0,7,False,True
Fuel_to_the_fire_piano_cello__NA__m013-020__c002277.musicxml,candidate_musicxml_full_bothhands\Fuel_to_the_fire_piano_cello__NA__m013-020__c002277.musicxml,True,,Fuel to the fire,,2,16,8,84,4,10,0,0.0,B2,G6,44,4,0.05405405405405406,8,3,32.0,2.625,0.05,,4/4,0,True,12,4,64,0,15,False,True
Fuel_to_the_fire_piano_cello__NA__m018-025__c002278.musicxml,candidate_musicxml_full_bothhands\Fuel_to_the_fire_piano_cello__NA__m018-025__c002278.musicxml,True,,Fuel to the fire,,2,16,8,94,4,9,0,0.0,B2,E7,53,9,0.10843373493975904,12,4,32.0,2.9375,0.0449438202247191,,4/4,0,True,21,4,64,0,15,False,True
Fuel_to_the_fire_piano_cello__NA__m025-032__c002279.musicxml,candidate_musicxml_full_bothhands\Fuel_to_the_fire_piano_cello__NA__m025-032__c002279.musicxml,True,,Fuel to the fire,,2,16,8,114,5,5,0,0.0,A2,E7,55,6,0.0594059405940594,12,4,32.0,3.5625,0.046296296296296294,,4/4,0,True,39,5,64,0,17,False,True
Fuel_to_the_fire_piano_cello__NA__m050-057__c002280.musicxml,candidate_musicxml_full_bothhands\Fuel_to_the_fire_piano_cello__NA__m050-057__c002280.musicxml,True,,Fuel to the fire,,2,16,8,87,6,7,0,0.0,A2,F6,44,6,0.0821917808219178,12,3,32.0,2.71875,0.07407407407407407,,4/4,0,True,11,6,64,0,17,False,True
Fuel_to_the_fire_piano_cello__NA__m057-064__c002281.musicxml,candidate_musicxml_full_bothhands\Fuel_to_the_fire_piano_cello__NA__m057-064__c002281.musicxml,True,,Fuel to the fire,,2,16,8,85,5,11,0,0.0,B2,G6,44,3,0.0410958904109589,7,3,32.0,2.65625,0.0625,,4/4,0,True,11,5,64,0,15,False,True
Fuga_in_c-dur3333__MY_and_KD__m036-043__c001169.musicxml,candidate_musicxml_full_bothhands\Fuga_in_c-dur3333__MY_and_KD__m036-043__c001169.musicxml,True,,Fuga in c-dur,MY and KD,2,16,8,39,7,0,1,0.02564102564102564,D2,B5,45,3,0.13043478260869565,7,4,16.0,2.4375,0.21875,,2/4,0,True,12,4,13,3,10,False,True
Fuga_in_c-dur3333__MY_and_KD__m049-056__c001170.musicxml,candidate_musicxml_full_bothhands\Fuga_in_c-dur3333__MY_and_KD__m049-056__c001170.musicxml,True,,Fuga in c-dur,MY and KD,2,16,8,79,6,4,0,0.0,C3,G9,79,1,0.015384615384615385,9,3,16.0,4.9375,0.0821917808219178,,2/4,0,True,33,5,34,1,9,False,True
Fuga_in_c-dur3333__MY_and_KD__m055-062__c001171.musicxml,candidate_musicxml_full_bothhands\Fuga_in_c-dur3333__MY_and_KD__m055-062__c001171.musicxml,True,,Fuga in c-dur,MY and KD,2,16,8,129,1,0,4,0.031007751937984496,C3,G5,31,28,0.224,14,3,16.0,8.0625,0.0078125,,2/4,0,True,64,0,63,1,14,False,True
Fuga_in_c-dur3333__MY_and_KD__m090-097__c001172.musicxml,candidate_musicxml_full_bothhands\Fuga_in_c-dur3333__MY_and_KD__m090-097__c001172.musicxml,True,,Fuga in c-dur,MY and KD,2,16,8,73,3,3,3,0.0410958904109589,F2,G5,38,5,0.07692307692307693,15,3,16.0,4.5625,0.04285714285714286,,2/4,0,True,3,3,64,0,11,False,True
F_r_Ludwig_Op._4__Paige_Youden__m004-011__c001357.musicxml,candidate_musicxml_full_bothhands\F_r_Ludwig_Op._4__Paige_Youden__m004-011__c001357.musicxml,True,,For Erik,,2,16,8,75,8,28,3,0.04,C3,E5,28,16,0.2807017543859649,17,3,32.0,2.34375,0.11940298507462686,,4/4,0,True,43,2,16,6,9,False,True
F_r_Ludwig_Op._4__Paige_Youden__m009-016__c001358.musicxml,candidate_musicxml_full_bothhands\F_r_Ludwig_Op._4__Paige_Youden__m009-016__c001358.musicxml,True,,For Erik,,2,16,8,67,6,26,3,0.04477611940298507,C3,E5,28,13,0.24528301886792453,17,3,32.0,2.09375,0.09836065573770492,,4/4,0,True,34,2,21,4,7,False,True
F_r_Ludwig_Op._4__Paige_Youden__m014-021__c001359.musicxml,candidate_musicxml_full_bothhands\F_r_Ludwig_Op._4__Paige_Youden__m014-021__c001359.musicxml,True,,For Erik,,2,16,8,54,1,22,3,0.05555555555555555,A2,E5,31,15,0.30612244897959184,17,3,32.0,1.6875,0.019230769230769232,,4/4,0,True,25,0,26,1,17,False,True
F_r_Ludwig_Op._4__Paige_Youden__m020-027__c001360.musicxml,candidate_musicxml_full_bothhands\F_r_Ludwig_Op._4__Paige_Youden__m020-027__c001360.musicxml,True,,For Erik,,2,16,8,53,6,10,0,0.0,G2,E5,33,5,0.15151515151515152,16,4,32.0,1.65625,0.14634146341463414,,4/4,0,True,28,0,7,6,13,False,True
F_r_Ludwig_Op._4__Paige_Youden__m031-038__c001361.musicxml,candidate_musicxml_full_bothhands\F_r_Ludwig_Op._4__Paige_Youden__m031-038__c001361.musicxml,True,,For Erik,,2,16,8,30,5,9,0,0.0,A1,A4,36,4,0.3076923076923077,9,4,32.0,0.9375,0.25,,4/4,0,True,12,0,3,5,0,False,True
F_r_Ludwig_Op._4__Paige_Youden__m055-062__c001365.musicxml,candidate_musicxml_full_bothhands\F_r_Ludwig_Op._4__Paige_Youden__m055-062__c001365.musicxml,True,,For Erik,,2,16,8,34,5,8,0,0.0,A1,E5,43,4,0.23529411764705882,14,4,32.0,1.0625,0.20833333333333334,,4/4,0,True,18,0,1,5,0,False,True
Gallifrey_theme..._kind_of__Murray_Gold__m027-034__c000577.musicxml,candidate_musicxml_full_bothhands\Gallifrey_theme..._kind_of__Murray_Gold__m027-034__c000577.musicxml,True,,Gallifrey... ish,Murray Gold,2,16,8,63,1,8,0,0.0,A2,B5,38,11,0.1864406779661017,19,3,32.0,1.96875,0.016129032258064516,230.0,4/4,0,True,39,1,22,0,15,False,True
Gallifrey_theme..._kind_of__Murray_Gold__m032-039__c000578.musicxml,candidate_musicxml_full_bothhands\Gallifrey_theme..._kind_of__Murray_Gold__m032-039__c000578.musicxml,True,,Gallifrey... ish,Murray Gold,2,16,8,46,1,15,0,0.0,A2,A5,36,11,0.2619047619047619,17,3,32.0,1.4375,0.022222222222222223,230.0,4/4,0,True,29,1,15,0,7,False,True
Gallifrey_theme..._kind_of__Murray_Gold__m058-065__c000579.musicxml,candidate_musicxml_full_bothhands\Gallifrey_theme..._kind_of__Murray_Gold__m058-065__c000579.musicxml,True,,Gallifrey... ish,Murray Gold,2,16,8,57,1,20,4,0.07017543859649122,C3,C6,36,2,0.03773584905660377,11,3,32.0,1.78125,0.017857142857142856,,4/4,0,True,44,1,11,0,12,False,True
Games_-_The_Strokes_Piano__The_Strokes__m008-015__c000304.musicxml,candidate_musicxml_full_bothhands\Games_-_The_Strokes_Piano__The_Strokes__m008-015__c000304.musicxml,True,,,,2,16,8,64,9,35,0,0.0,E2,C6,44,9,0.25,14,5,32.0,2.0,0.19148936170212766,,4/4,0,True,3,1,35,8,17,False,True
Games_-_The_Strokes_Piano__The_Strokes__m102-109__c000306.musicxml,candidate_musicxml_full_bothhands\Games_-_The_Strokes_Piano__The_Strokes__m102-109__c000306.musicxml,True,,,,2,16,8,117,9,6,0,0.0,A1,A4,36,1,0.011235955056179775,7,5,32.0,3.65625,0.09,,4/4,0,True,37,1,54,8,5,False,True
Games_-_The_Strokes_Piano__The_Strokes__m109-116__c000307.musicxml,candidate_musicxml_full_bothhands\Games_-_The_Strokes_Piano__The_Strokes__m109-116__c000307.musicxml,True,,,,2,16,8,106,2,12,0,0.0,A1,C5,39,17,0.1717171717171717,15,5,32.0,3.3125,0.019417475728155338,,4/4,0,True,47,1,54,1,15,False,True
Ghostbuster__Arrgt_S._Hermand__m015-022__c002468.musicxml,candidate_musicxml_full_bothhands\Ghostbuster__Arrgt_S._Hermand__m015-022__c002468.musicxml,True,,,,2,16,8,87,1,5,7,0.08045977011494253,D2,F#5,40,1,0.012048192771084338,15,2,32.0,2.71875,0.011627906976744186,,4/4,0,True,58,0,27,1,15,False,True
Glitter_Starving_Trancer_Remix_Fairy_Tail_Ending_11__Arr._LoisCovers__m001-008__c001952.musicxml,candidate_musicxml_full_bothhands\Glitter_Starving_Trancer_Remix_Fairy_Tail_Ending_11__Arr._LoisCovers__m001-008__c001952.musicxml,True,,Song: Glitter (Starving Trancer Remix),Arr. LoisCovers,2,16,8,71,6,0,0,0.0,C4,C7,36,19,0.3333333333333333,14,3,32.0,2.21875,0.09230769230769231,70.0,4/4,0,True,31,6,28,0,12,False,True
Good_Grief_-_Bastille__BastilleArranged_by_Sadie_King__m005-012__c003233.musicxml,candidate_musicxml_full_bothhands\Good_Grief_-_Bastille__BastilleArranged_by_Sadie_King__m005-012__c003233.musicxml,True,,Good Grief,Bastille,2,16,8,94,4,1,1,0.010638297872340425,G2,E5,33,10,0.125,12,4,32.0,2.9375,0.046511627906976744,,4/4,0,True,50,0,32,4,21,False,True
Good_Grief_-_Bastille__BastilleArranged_by_Sadie_King__m014-021__c003234.musicxml,candidate_musicxml_full_bothhands\Good_Grief_-_Bastille__BastilleArranged_by_Sadie_King__m014-021__c003234.musicxml,True,,Good Grief,Bastille,2,16,8,49,8,4,0,0.0,F2,C5,31,8,0.3333333333333333,15,5,32.0,1.53125,0.24242424242424243,,4/4,0,True,25,0,0,8,0,False,True
Guess_the_Song_-_Sad_Edition_-_Finished__NA__m009-016__c002777.musicxml,candidate_musicxml_full_bothhands\Guess_the_Song_-_Sad_Edition_-_Finished__NA__m009-016__c002777.musicxml,True,,Guess the Song 2,,2,16,8,44,6,2,0,0.0,A3,A6,36,9,0.34615384615384615,14,4,32.0,1.375,0.17647058823529413,75.0,4/4,0,True,12,6,16,0,19,False,True
Guess_the_Song_-_Sad_Edition_-_Finished__NA__m022-029__c002778.musicxml,candidate_musicxml_full_bothhands\Guess_the_Song_-_Sad_Edition_-_Finished__NA__m022-029__c002778.musicxml,True,,Guess the Song 2,,2,16,8,47,3,10,4,0.0851063829787234,G3,E6,33,10,0.2777777777777778,19,4,32.0,1.46875,0.07317073170731707,80.0,4/4,0,True,22,3,16,0,19,False,True
Gyromite_Music_NES-Game_A_BGM__NA__m003-010__c003447.musicxml,candidate_musicxml_full_bothhands\Gyromite_Music_NES-Game_A_BGM__NA__m003-010__c003447.musicxml,True,,,,2,16,8,56,8,10,1,0.017857142857142856,G2,D5,31,4,0.10810810810810811,12,3,32.0,1.75,0.1702127659574468,,4/4,0,True,27,8,12,0,12,False,True
Gyromite_Music_NES-Game_A_BGM__NA__m058-065__c003448.musicxml,candidate_musicxml_full_bothhands\Gyromite_Music_NES-Game_A_BGM__NA__m058-065__c003448.musicxml,True,,,,2,16,8,33,2,16,0,0.0,C3,G5,31,6,0.2222222222222222,15,2,32.0,1.03125,0.06451612903225806,,4/4,0,True,19,2,10,0,7,False,True
Gyromite_Music_NES-Game_A_BGM__NA__m086-093__c003449.musicxml,candidate_musicxml_full_bothhands\Gyromite_Music_NES-Game_A_BGM__NA__m086-093__c003449.musicxml,True,,,,2,16,8,43,3,9,0,0.0,G2,C5,29,12,0.34285714285714286,12,2,32.0,1.34375,0.075,,4/4,0,True,3,3,34,0,12,False,True
Haiku_for_the_Rain__Antoine_Merienne__m017-024__c003739.musicxml,candidate_musicxml_full_bothhands\Haiku_for_the_Rain__Antoine_Merienne__m017-024__c003739.musicxml,True,,Haiku for the Rain,Antoine Merienne,2,16,8,47,6,0,0,0.0,E3,E5,24,7,0.21875,15,4,24.0,1.9583333333333333,0.15,,3/4,0,True,27,0,7,6,8,False,True
Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m017-024__c000547.musicxml,candidate_musicxml_full_bothhands\Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m017-024__c000547.musicxml,True,,Tsukoku Nare,Yuuki Hayashi,2,16,8,47,5,0,0,0.0,F2,B5,42,1,0.030303030303030304,34,4,32.0,1.46875,0.125,,4/4,0,True,21,2,14,3,38,False,True
Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m027-034__c000548.musicxml,candidate_musicxml_full_bothhands\Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m027-034__c000548.musicxml,True,,Tsukoku Nare,Yuuki Hayashi,2,16,8,47,7,0,0,0.0,F2,A4,28,5,0.16129032258064516,14,4,32.0,1.46875,0.175,,4/4,0,True,19,2,14,5,18,False,True
Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m032-039__c000549.musicxml,candidate_musicxml_full_bothhands\Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m032-039__c000549.musicxml,True,,Tsukoku Nare,Yuuki Hayashi,2,16,8,51,9,0,0,0.0,E2,A4,29,5,0.16129032258064516,7,4,32.0,1.59375,0.21428571428571427,,4/4,0,True,20,3,13,6,12,False,True
Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m049-056__c000550.musicxml,candidate_musicxml_full_bothhands\Haikyuu_-_Tsuyoku_Nare__Yuuki_Hayashi__m049-056__c000550.musicxml,True,,Tsukoku Nare,Yuuki Hayashi,2,16,8,45,9,1,0,0.0,G2,F5,34,3,0.125,19,4,32.0,1.40625,0.2571428571428571,,4/4,0,True,17,4,9,5,19,False,True
HAPPY_BIRTHDAY_-_Piano__Patty_Hill_Mildred_J.Hill__m014-021__c001864.musicxml,candidate_musicxml_full_bothhands\HAPPY_BIRTHDAY_-_Piano__Patty_Hill_Mildred_J.Hill__m014-021__c001864.musicxml,True,,HAPPY BIRTHDAY,Patty Hill & Mildred J.Hill,2,16,8,51,2,0,0,0.0,C3,G5,31,12,0.2727272727272727,12,4,24.0,2.125,0.041666666666666664,,3/4,0,True,24,0,22,2,14,False,True
Happy_Little_Pill__NA__m002-009__c000990.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m002-009__c000990.musicxml,True,,Happy Little Pill,,2,16,8,57,8,8,0,0.0,E2,B5,43,9,0.28125,14,4,32.0,1.78125,0.1951219512195122,,4/4,0,True,33,0,0,8,0,False,True
Happy_Little_Pill__NA__m007-014__c000991.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m007-014__c000991.musicxml,True,,Happy Little Pill,,2,16,8,69,8,6,0,0.0,E2,D5,34,5,0.11363636363636363,7,4,32.0,2.15625,0.1509433962264151,,4/4,0,True,45,0,0,8,0,False,True
Happy_Little_Pill__NA__m022-029__c000992.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m022-029__c000992.musicxml,True,,Happy Little Pill,,2,16,8,67,8,13,2,0.029850746268656716,E2,B5,43,14,0.3333333333333333,14,4,32.0,2.09375,0.1568627450980392,,4/4,0,True,43,0,0,8,0,False,True
Happy_Little_Pill__NA__m032-039__c000994.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m032-039__c000994.musicxml,True,,Happy Little Pill,,2,16,8,58,8,8,1,0.017241379310344827,E2,E5,36,5,0.15151515151515152,9,4,32.0,1.8125,0.19047619047619047,,4/4,0,True,34,0,0,8,0,False,True
Happy_Little_Pill__NA__m050-057__c000995.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m050-057__c000995.musicxml,True,,Happy Little Pill,,2,16,8,67,8,13,2,0.029850746268656716,E2,B5,43,14,0.3333333333333333,14,4,32.0,2.09375,0.1568627450980392,,4/4,0,True,43,0,0,8,0,False,True
Happy_Little_Pill__NA__m055-062__c000996.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m055-062__c000996.musicxml,True,,Happy Little Pill,,2,16,8,54,8,5,0,0.0,E2,B5,43,10,0.3448275862068966,14,4,32.0,1.6875,0.21052631578947367,,4/4,0,True,30,0,0,8,0,False,True
