filename,filepath,parse_success,error,title,composer,num_parts,num_measures,actual_measures,num_notes,num_chords,num_rest,num_accidentals,accidental_ratio,pitch_min,pitch_max,pitch_range_semitones,num_large_leaps,large_leap_ratio,max_large_leap_semitones,max_polyphony,duration_quarter_lengths,note_density,chord_ratio,tempo_bpm,time_signatures,key_signature_sharps,no_key_signature,right_hand_single_notes,right_hand_chords,left_hand_single_notes,left_hand_chords,left_hand_melody_range_semitones,left_hand_is_melody,selected
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m061-068__c003425.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m061-068__c003425.musicxml,True,,Octobre,Francis Cabrel,2,16,8,47,3,2,0,0.0,F2,F4,24,5,0.1282051282051282,11,3,32.0,1.46875,0.06818181818181818,,4/4,0,True,17,3,24,0,9,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m073-080__c003426.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m073-080__c003426.musicxml,True,,Octobre,Francis Cabrel,2,16,8,60,10,2,0,0.0,F2,A4,28,4,0.10526315789473684,9,3,32.0,1.875,0.2,,4/4,0,True,16,10,24,0,11,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m078-085__c003427.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m078-085__c003427.musicxml,True,,Octobre,Francis Cabrel,2,16,8,56,6,1,0,0.0,F2,C5,31,7,0.16666666666666666,18,3,32.0,1.75,0.12,,4/4,0,True,20,6,24,0,19,False,True
Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m084-091__c003428.musicxml,candidate_musicxml_full_bothhands\Octobre_-_Francis_Cabrel__Arrangeur_St_phane_Behr__m084-091__c003428.musicxml,True,,Octobre,Francis Cabrel,2,16,8,56,6,0,0,0.0,F2,C5,31,13,0.30952380952380953,16,3,32.0,1.75,0.12,140.0,4/4,0,True,20,6,24,0,19,False,True
Once_again_once_again_workers_of_another_year_-_Jno._R._Sweney__NA__m039-046__c001555.musicxml,candidate_musicxml_full_bothhands\Once_again_once_again_workers_of_another_year_-_Jno._R._Sweney__NA__m039-046__c001555.musicxml,True,,,,2,16,8,44,5,0,3,0.06818181818181818,C3,D5,26,9,0.3333333333333333,8,4,16.0,2.75,0.14705882352941177,,2/4,0,True,17,0,12,5,12,False,True
ON_BTS-MAP_OF_THE_SOUL_7_title__BTS__m149-156__c001147.musicxml,candidate_musicxml_full_bothhands\ON_BTS-MAP_OF_THE_SOUL_7_title__BTS__m149-156__c001147.musicxml,True,,ON,BTS,2,16,8,40,9,2,0,0.0,G1,F4,34,5,0.23809523809523808,13,3,32.0,1.25,0.2903225806451613,210.0,4/4,0,True,22,0,0,9,0,False,True
ON_BTS-MAP_OF_THE_SOUL_7_title__BTS__m154-161__c001148.musicxml,candidate_musicxml_full_bothhands\ON_BTS-MAP_OF_THE_SOUL_7_title__BTS__m154-161__c001148.musicxml,True,,ON,BTS,2,16,8,45,9,1,0,0.0,D1,F4,39,4,0.16,10,3,32.0,1.40625,0.25,230.0,4/4,0,True,25,0,2,9,2,False,True
Op.2102_A_Quiet_Morning_in_Venice__Yohei_Kato__m001-008__c002787.musicxml,candidate_musicxml_full_bothhands\Op.2102_A_Quiet_Morning_in_Venice__Yohei_Kato__m001-008__c002787.musicxml,True,,Op.2102,Yohei Kato * 加藤 洋平,2,16,8,68,6,0,4,0.058823529411764705,G2,F5,34,12,0.2222222222222222,11,3,32.0,2.125,0.0967741935483871,45.0,4/4,0,True,48,0,8,6,7,False,True
Op.2107_In_Flooded_Venice__Yohei_Kato__m002-009__c001624.musicxml,candidate_musicxml_full_bothhands\Op.2107_In_Flooded_Venice__Yohei_Kato__m002-009__c001624.musicxml,True,,Op.2107,Yohei Kato * 加藤 洋平,2,16,8,49,2,0,4,0.08163265306122448,E3,D5,22,3,0.07317073170731707,11,4,32.0,1.53125,0.044444444444444446,,4/4,0,True,27,2,16,0,7,False,True
Op.2294_A_Pleasant_Morning__Yohei_Kato__m006-013__c003287.musicxml,candidate_musicxml_full_bothhands\Op.2294_A_Pleasant_Morning__Yohei_Kato__m006-013__c003287.musicxml,True,,Op.2294,Yohei Kato * 加藤 洋平,2,16,8,129,6,0,0,0.0,A2,F5,32,27,0.23478260869565218,12,3,32.0,4.03125,0.04878048780487805,,4/4,0,True,53,6,64,0,17,False,True
Op.2388_From_Now_and_Here__Yohei_Kato__m001-008__c002166.musicxml,candidate_musicxml_full_bothhands\Op.2388_From_Now_and_Here__Yohei_Kato__m001-008__c002166.musicxml,True,,Op.2388,Yohei Kato * 加藤 洋平,2,16,8,51,8,0,0,0.0,A2,G5,34,7,0.2692307692307692,13,4,24.0,2.125,0.22857142857142856,40.0,3/4,0,True,27,0,0,8,0,False,True
Op.2702_A_Morning_Mirror__Yohei_Kato__m001-008__c003435.musicxml,candidate_musicxml_full_bothhands\Op.2702_A_Morning_Mirror__Yohei_Kato__m001-008__c003435.musicxml,True,,Op.2702,Yohei Kato * 加藤 洋平,2,16,8,66,7,1,0,0.0,A2,F5,32,9,0.20454545454545456,12,4,30.0,2.2,0.1346153846153846,40.0,4/4,0,True,45,0,0,7,0,False,True
Op.2705_A_Flow_of_a_Morning_Wind__Yohei_Kato__m005-012__c001100.musicxml,candidate_musicxml_full_bothhands\Op.2705_A_Flow_of_a_Morning_Wind__Yohei_Kato__m005-012__c001100.musicxml,True,,Op.2705,Yohei Kato * 加藤 洋平,2,16,8,76,9,2,2,0.02631578947368421,G2,A5,38,16,0.3333333333333333,14,4,32.0,2.375,0.15517241379310345,,4/4,0,True,49,0,0,9,0,False,True
Op.2705_A_Flow_of_a_Morning_Wind__Yohei_Kato__m010-017__c001101.musicxml,candidate_musicxml_full_bothhands\Op.2705_A_Flow_of_a_Morning_Wind__Yohei_Kato__m010-017__c001101.musicxml,True,,Op.2705,Yohei Kato * 加藤 洋平,2,16,8,85,10,0,5,0.058823529411764705,B2,A5,34,18,0.3333333333333333,12,4,32.0,2.65625,0.15384615384615385,,4/4,0,True,55,0,0,10,0,False,True
Op.2720_A_Calm_Beginning__Yohei_Kato__m006-013__c002400.musicxml,candidate_musicxml_full_bothhands\Op.2720_A_Calm_Beginning__Yohei_Kato__m006-013__c002400.musicxml,True,,Op.2720,Yohei Kato * 加藤 洋平,2,16,8,65,8,2,1,0.015384615384615385,A2,F5,32,4,0.1,12,4,32.0,2.03125,0.16326530612244897,,4/4,0,True,41,0,0,8,0,False,True
Op._55_No._3_-_Sonatina_-_Kuhlau__Friedrich_Kuhlau__m061-068__c002436.musicxml,candidate_musicxml_full_bothhands\Op._55_No._3_-_Sonatina_-_Kuhlau__Friedrich_Kuhlau__m061-068__c002436.musicxml,True,,Sonatina,Friedrich Kuhlau,2,16,8,68,9,7,5,0.07352941176470588,G3,E6,33,13,0.29545454545454547,15,6,14.5,4.689655172413793,0.16363636363636364,,2/4,0,True,39,0,7,9,7,False,True
Op._55_No._3_-_Sonatina_-_Kuhlau__Friedrich_Kuhlau__m147-154__c002441.musicxml,candidate_musicxml_full_bothhands\Op._55_No._3_-_Sonatina_-_Kuhlau__Friedrich_Kuhlau__m147-154__c002441.musicxml,True,,Sonatina,Friedrich Kuhlau,2,16,8,75,10,8,7,0.09333333333333334,G3,E6,33,12,0.24489795918367346,15,6,16.0,4.6875,0.16393442622950818,,2/4,0,True,44,0,7,10,7,False,True
Ori_and_the_Blind_Forest_Swallow_s_Nest__Gareth_COKER__m016-023__c003647.musicxml,candidate_musicxml_full_bothhands\Ori_and_the_Blind_Forest_Swallow_s_Nest__Gareth_COKER__m016-023__c003647.musicxml,True,,Swallow's Nest,Gareth COKER,2,16,8,78,1,6,0,0.0,E3,C5,20,12,0.16216216216216217,15,2,32.0,2.4375,0.012987012987012988,,4/4,0,True,58,1,18,0,17,False,True
Ori_and_the_Blind_Forest_Swallow_s_Nest__Gareth_COKER__m021-028__c003648.musicxml,candidate_musicxml_full_bothhands\Ori_and_the_Blind_Forest_Swallow_s_Nest__Gareth_COKER__m021-028__c003648.musicxml,True,,Swallow's Nest,Gareth COKER,2,16,8,80,2,3,0,0.0,A3,F5,20,17,0.22972972972972974,19,3,32.0,2.5,0.02564102564102564,,4/4,0,True,48,2,28,0,17,False,True
Ori_and_the_Blind_Forest_Swallow_s_Nest__Gareth_COKER__m026-033__c003649.musicxml,candidate_musicxml_full_bothhands\Ori_and_the_Blind_Forest_Swallow_s_Nest__Gareth_COKER__m026-033__c003649.musicxml,True,,Swallow's Nest,Gareth COKER,2,16,8,85,1,0,0,0.0,A3,A5,24,21,0.25925925925925924,19,3,32.0,2.65625,0.011904761904761904,,4/4,0,True,26,1,57,0,17,False,True
ost__NA__m001-008__c002843.musicxml,candidate_musicxml_full_bothhands\ost__NA__m001-008__c002843.musicxml,True,,bpm105,,2,16,8,41,5,0,0,0.0,F4,G6,26,4,0.16,12,4,32.0,1.28125,0.15625,150.0,4/4,0,True,14,4,13,1,12,False,True
ost__NA__m008-015__c002844.musicxml,candidate_musicxml_full_bothhands\ost__NA__m008-015__c002844.musicxml,True,,bpm105,,2,16,8,42,9,0,0,0.0,F4,G6,26,3,0.14285714285714285,12,4,32.0,1.3125,0.28125,,4/4,0,True,14,4,9,5,14,False,True
ost__NA__m013-020__c002845.musicxml,candidate_musicxml_full_bothhands\ost__NA__m013-020__c002845.musicxml,True,,bpm105,,2,16,8,51,1,0,3,0.058823529411764705,F4,E6,23,3,0.06521739130434782,12,4,32.0,1.59375,0.02040816326530612,,4/4,0,True,23,0,25,1,14,False,True
ost__NA__m019-026__c002846.musicxml,candidate_musicxml_full_bothhands\ost__NA__m019-026__c002846.musicxml,True,,bpm105,,2,16,8,57,7,0,2,0.03508771929824561,F4,G6,26,6,0.14634146341463414,7,3,32.0,1.78125,0.14,,4/4,0,True,11,7,32,0,19,False,True
Outer_Wilds_-_Credits_Theme__Andrew_Prahlow__m096-103__c002321.musicxml,candidate_musicxml_full_bothhands\Outer_Wilds_-_Credits_Theme__Andrew_Prahlow__m096-103__c002321.musicxml,True,,Title,Composer,2,16,8,65,5,0,0,0.0,F2,G5,38,11,0.20754716981132076,19,4,32.0,2.03125,0.08333333333333333,,4/4,0,True,28,1,27,4,26,False,True
P4T_Song_One__Ryan_Frisch__m016-023__c001904.musicxml,candidate_musicxml_full_bothhands\P4T_Song_One__Ryan_Frisch__m016-023__c001904.musicxml,True,,Title,Composer,2,16,8,58,1,0,1,0.017241379310344827,A2,D5,29,15,0.2777777777777778,15,3,32.0,1.8125,0.017543859649122806,,4/4,0,True,29,0,27,1,20,False,True
P4T_Song_One__Ryan_Frisch__m029-036__c001906.musicxml,candidate_musicxml_full_bothhands\P4T_Song_One__Ryan_Frisch__m029-036__c001906.musicxml,True,,Title,Composer,2,16,8,62,4,0,5,0.08064516129032258,E2,C5,32,9,0.17307692307692307,15,3,32.0,1.9375,0.06896551724137931,,4/4,0,True,31,0,23,4,15,False,True
P4T_Song_One__Ryan_Frisch__m036-043__c001907.musicxml,candidate_musicxml_full_bothhands\P4T_Song_One__Ryan_Frisch__m036-043__c001907.musicxml,True,,Title,Composer,2,16,8,62,3,0,2,0.03225806451612903,C2,F5,41,8,0.14814814814814814,17,3,32.0,1.9375,0.05084745762711865,,4/4,0,True,30,0,26,3,26,False,True
Pachelbel_s_Canon__Johann_Pachelbel__m011-018__c001838.musicxml,candidate_musicxml_full_bothhands\Pachelbel_s_Canon__Johann_Pachelbel__m011-018__c001838.musicxml,True,,,,2,16,8,32,6,8,0,0.0,D2,G5,41,2,0.16666666666666666,9,3,32.0,1.0,0.3,,4/4,0,True,6,6,8,0,10,False,True
Palo_Negro__NA__m009-016__c001241.musicxml,candidate_musicxml_full_bothhands\Palo_Negro__NA__m009-016__c001241.musicxml,True,,Palo Negro,,2,16,8,67,5,6,0,0.0,C2,A5,45,13,0.23636363636363636,19,3,24.0,2.7916666666666665,0.08064516129032258,,3/4,0,True,42,0,15,5,19,False,True
Pans_Labyrinth_Theme_El_Laberinto_del_Fauno__Javier_Navarette__m003-010__c002922.musicxml,candidate_musicxml_full_bothhands\Pans_Labyrinth_Theme_El_Laberinto_del_Fauno__Javier_Navarette__m003-010__c002922.musicxml,True,,Tims VersionTake10,Composer,2,16,8,45,6,0,0,0.0,A3,G5,22,2,0.08,8,4,24.0,1.875,0.18181818181818182,,3/4,0,True,21,0,6,6,15,False,True
Paris_Seychelles__Julien_Dor__m027-034__c003787.musicxml,candidate_musicxml_full_bothhands\Paris_Seychelles__Julien_Dor__m027-034__c003787.musicxml,True,,Paris-Seychelles,Julien Doré,2,16,8,95,1,0,4,0.042105263157894736,C2,D5,38,11,0.12359550561797752,17,5,32.0,2.96875,0.010869565217391304,,4/4,0,True,33,1,58,0,21,False,True
Peaceful_Waters_from_TES_III_Morrowind__Jeremy_Soule__m006-013__c000661.musicxml,candidate_musicxml_full_bothhands\Peaceful_Waters_from_TES_III_Morrowind__Jeremy_Soule__m006-013__c000661.musicxml,True,,Peaceful Waters,Jeremy Soule,2,16,8,55,6,0,1,0.01818181818181818,B2,D5,27,10,0.2777777777777778,16,4,32.0,1.71875,0.13636363636363635,,4/4,0,True,30,0,8,6,20,False,True
PERSEFONE__Viviana_Animas_Casanova__m004-011__c002944.musicxml,candidate_musicxml_full_bothhands\PERSEFONE__Viviana_Animas_Casanova__m004-011__c002944.musicxml,True,,PERSEFONE,Viviana Animas Casanova,2,16,8,68,8,11,2,0.029411764705882353,A2,C5,27,8,0.19047619047619047,14,4,32.0,2.125,0.15384615384615385,,4/4,0,True,32,0,12,8,15,False,True
Piano_Man__By_Billy_Joel_-_arranged_by_Ace__m023-030__c001414.musicxml,candidate_musicxml_full_bothhands\Piano_Man__By_Billy_Joel_-_arranged_by_Ace__m023-030__c001414.musicxml,True,,Piano Man,By Billy Joel - arranged by Ace,2,16,8,54,7,3,0,0.0,E2,C5,32,6,0.16216216216216217,15,5,24.0,2.25,0.15217391304347827,,3/4,0,True,21,3,18,4,15,False,True
Piano_Man__By_Billy_Joel_-_arranged_by_Ace__m028-035__c001415.musicxml,candidate_musicxml_full_bothhands\Piano_Man__By_Billy_Joel_-_arranged_by_Ace__m028-035__c001415.musicxml,True,,Piano Man,By Billy Joel - arranged by Ace,2,16,8,51,4,2,1,0.0196078431372549,D2,D5,36,6,0.14634146341463414,9,3,24.0,2.125,0.0851063829787234,,3/4,0,True,19,4,24,0,17,False,True
Piano_Man__By_Billy_Joel_-_arranged_by_Ace__m147-154__c001416.musicxml,candidate_musicxml_full_bothhands\Piano_Man__By_Billy_Joel_-_arranged_by_Ace__m147-154__c001416.musicxml,True,,Piano Man,By Billy Joel - arranged by Ace,2,16,8,41,3,2,4,0.0975609756097561,D2,G4,29,7,0.21212121212121213,14,3,24.0,1.7083333333333333,0.07894736842105263,,3/4,0,True,11,3,24,0,17,False,True
Piano_Sheet_03__Sanithu__m004-011__c000372.musicxml,candidate_musicxml_full_bothhands\Piano_Sheet_03__Sanithu__m004-011__c000372.musicxml,True,,,lopoi,2,16,8,50,4,16,0,0.0,G2,C5,29,8,0.2,12,2,32.0,1.5625,0.08695652173913043,,4/4,0,True,27,0,15,4,12,False,True
Piano_Sonata_in_C_major__Wilhelm_Bauck__m126-133__c001329.musicxml,candidate_musicxml_full_bothhands\Piano_Sonata_in_C_major__Wilhelm_Bauck__m126-133__c001329.musicxml,True,,Piano Sonata in C major,Wilhelm Bauck,2,16,8,141,5,14,12,0.0851063829787234,D2,A6,55,40,0.31007751937984496,22,3,32.0,4.40625,0.03676470588235294,,4/4,0,True,68,0,63,5,27,False,True
Piano_Sonata_No._2_11_Key_Sonata_Floor_And_Rain__Alken_Valledor__m066-073__c001427.musicxml,candidate_musicxml_full_bothhands\Piano_Sonata_No._2_11_Key_Sonata_Floor_And_Rain__Alken_Valledor__m066-073__c001427.musicxml,True,,"Piano Sonata No. 2 (11 Key Sonata) ""Floor And Rain""",Alken Valledor,2,16,8,30,5,18,0,0.0,A3,B5,26,5,0.3125,26,3,32.0,0.9375,0.22727272727272727,,4/4,0,True,17,5,0,0,0,False,True
Piano_Sonata_No_1_Mozart_KV_279__Wolfgang_Amadeus_Mozart__m182-189__c002249.musicxml,candidate_musicxml_full_bothhands\Piano_Sonata_No_1_Mozart_KV_279__Wolfgang_Amadeus_Mozart__m182-189__c002249.musicxml,True,,Piano Sonate Nr. 1,Wolfgang Amadeus Mozart,2,16,8,77,8,5,6,0.07792207792207792,C2,G5,43,18,0.3157894736842105,17,4,16.0,4.8125,0.11940298507462686,,2/4,0,True,44,0,15,8,19,False,True
Piano_Sonata_No_1_Mozart_KV_279__Wolfgang_Amadeus_Mozart__m301-308__c002257.musicxml,candidate_musicxml_full_bothhands\Piano_Sonata_No_1_Mozart_KV_279__Wolfgang_Amadeus_Mozart__m301-308__c002257.musicxml,True,,Piano Sonate Nr. 1,Wolfgang Amadeus Mozart,2,16,8,86,4,7,0,0.0,C3,A5,33,15,0.2,17,4,16.0,5.375,0.04938271604938271,,2/4,0,True,23,3,54,1,24,False,True
Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m001-008__c002110.musicxml,candidate_musicxml_full_bothhands\Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m001-008__c002110.musicxml,True,,,,2,16,8,87,1,6,1,0.011494252873563218,G2,E6,45,15,0.18072289156626506,24,3,32.0,2.71875,0.011627906976744186,,4/4,0,True,33,0,52,1,24,False,True
Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m001-008__c003406.musicxml,candidate_musicxml_full_bothhands\Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m001-008__c003406.musicxml,True,,Sonatina No. 1,F. D. Kuhlau,2,16,8,87,1,6,1,0.011494252873563218,G2,E6,45,15,0.18072289156626506,24,3,32.0,2.71875,0.011627906976744186,130.0,4/4,0,True,33,0,52,1,24,False,True
Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m050-057__c002112.musicxml,candidate_musicxml_full_bothhands\Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m050-057__c002112.musicxml,True,,,,2,16,8,87,1,6,1,0.011494252873563218,G2,E6,45,15,0.18072289156626506,24,3,32.0,2.71875,0.011627906976744186,,4/4,0,True,33,0,52,1,24,False,True
Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m050-057__c003408.musicxml,candidate_musicxml_full_bothhands\Piano_Sonatina_in_C_major_Op_20_No_1_by_Friedrich_Kuhlau__Friedrich_Kuhlau_1786-1832__m050-057__c003408.musicxml,True,,Sonatina No. 1,F. D. Kuhlau,2,16,8,87,1,6,1,0.011494252873563218,G2,E6,45,15,0.18072289156626506,24,3,32.0,2.71875,0.011627906976744186,,4/4,0,True,33,0,52,1,24,False,True
piano_stuff_november_2019__NA__m033-040__c000817.musicxml,candidate_musicxml_full_bothhands\piano_stuff_november_2019__NA__m033-040__c000817.musicxml,True,,piano stuff november 2019,,2,16,8,52,5,12,3,0.057692307692307696,F2,G5,38,10,0.2631578947368421,12,4,24.0,2.1666666666666665,0.1111111111111111,,3/4,0,True,33,2,7,3,11,False,True
Primal_instinct__Hunter_Clark__m010-017__c001878.musicxml,candidate_musicxml_full_bothhands\Primal_instinct__Hunter_Clark__m010-017__c001878.musicxml,True,,Primal instinct,Hunter Clark,2,16,8,56,6,9,3,0.05357142857142857,F2,F5,36,8,0.19047619047619047,9,3,32.0,1.75,0.12,,4/4,0,True,20,0,24,6,14,False,True
Rabata_-_Agent_Vinod_Bollywood__Clyde_Machado__m050-057__c002379.musicxml,candidate_musicxml_full_bothhands\Rabata_-_Agent_Vinod_Bollywood__Clyde_Machado__m050-057__c002379.musicxml,True,,Rabata,,2,16,8,53,6,10,0,0.0,A2,F5,32,2,0.05555555555555555,7,4,32.0,1.65625,0.13636363636363635,,4/4,0,True,25,0,13,6,10,False,True
Rainfall__Marc_Lange__m011-018__c000449.musicxml,candidate_musicxml_full_bothhands\Rainfall__Marc_Lange__m011-018__c000449.musicxml,True,,Title,Composer,2,16,8,60,10,14,0,0.0,D3,E6,38,5,0.17857142857142858,11,4,32.0,1.875,0.25,,4/4,0,True,25,0,5,10,7,False,True
Ranma_1_2_OP_3_Zettai__Ranma_1_2_OP_3__m019-026__c001123.musicxml,candidate_musicxml_full_bothhands\Ranma_1_2_OP_3_Zettai__Ranma_1_2_OP_3__m019-026__c001123.musicxml,True,,Never!,Ranma 1/2,2,16,8,87,8,7,1,0.011494252873563218,F2,E6,47,5,0.07352941176470588,9,3,32.0,2.71875,0.10256410256410256,,4/4,0,True,28,7,42,1,14,False,True
Ranma_1_2_OP_3_Zettai__Ranma_1_2_OP_3__m057-064__c001125.musicxml,candidate_musicxml_full_bothhands\Ranma_1_2_OP_3_Zettai__Ranma_1_2_OP_3__m057-064__c001125.musicxml,True,,Never!,Ranma 1/2,2,16,8,87,8,7,1,0.011494252873563218,F2,E6,47,5,0.07352941176470588,9,3,32.0,2.71875,0.10256410256410256,,4/4,0,True,28,7,42,1,14,False,True
Read_You_Bible_Song__NA__m002-009__c000748.musicxml,candidate_musicxml_full_bothhands\Read_You_Bible_Song__NA__m002-009__c000748.musicxml,True,,,,2,16,8,85,1,1,0,0.0,C3,C5,24,10,0.125,12,4,32.0,2.65625,0.012048192771084338,,4/4,0,True,25,1,57,0,7,False,True
Red_Black_Light_by_Ibrahim_Maalouf__Ibrahim_Maalouf__m033-040__c001903.musicxml,candidate_musicxml_full_bothhands\Red_Black_Light_by_Ibrahim_Maalouf__Ibrahim_Maalouf__m033-040__c001903.musicxml,True,,Red & Black Light,Ibrahim Maalouf,2,16,8,93,5,4,0,0.0,F2,B4,30,4,0.05128205128205128,12,6,32.0,2.90625,0.058823529411764705,,4/4,0,True,38,3,42,2,16,False,True
Rise_League_of_Legends_music_-_The_Glitch_Mob_Mako_and_The_World_Alive_C_Major__NA__m001-008__c002496.musicxml,candidate_musicxml_full_bothhands\Rise_League_of_Legends_music_-_The_Glitch_Mob_Mako_and_The_World_Alive_C_Major__NA__m001-008__c002496.musicxml,True,,RISE,,2,16,8,106,8,4,0,0.0,A1,E5,43,25,0.30864197530864196,17,5,32.0,3.3125,0.08791208791208792,90.0,4/4,0,True,75,0,8,8,5,False,True
River_Flows_in_You_Easy_version__Lorenzo__m020-027__c000802.musicxml,candidate_musicxml_full_bothhands\River_Flows_in_You_Easy_version__Lorenzo__m020-027__c000802.musicxml,True,,River Flows in You,Lorenzo,2,16,8,66,4,11,0,0.0,C3,G5,31,10,0.17857142857142858,10,2,32.0,2.0625,0.06451612903225806,,4/4,0,True,40,4,18,0,19,False,True
River_Flows_in_You_Easy_version__Lorenzo__m025-032__c000803.musicxml,candidate_musicxml_full_bothhands\River_Flows_in_You_Easy_version__Lorenzo__m025-032__c000803.musicxml,True,,River Flows in You,Lorenzo,2,16,8,78,6,8,1,0.01282051282051282,C3,G5,31,11,0.171875,10,2,32.0,2.4375,0.08333333333333333,,4/4,0,True,47,6,19,0,12,False,True
River_Flows_in_You_Easy_version__Lorenzo__m030-037__c000804.musicxml,candidate_musicxml_full_bothhands\River_Flows_in_You_Easy_version__Lorenzo__m030-037__c000804.musicxml,True,,River Flows in You,Lorenzo,2,16,8,81,6,8,1,0.012345679012345678,C3,G5,31,10,0.14925373134328357,12,2,32.0,2.53125,0.08,,4/4,0,True,50,6,19,0,12,False,True
River_running_free__Heather_Saville__m018-025__c001840.musicxml,candidate_musicxml_full_bothhands\River_running_free__Heather_Saville__m018-025__c001840.musicxml,True,,composistion,,2,16,8,79,7,4,0,0.0,C3,E6,40,15,0.24193548387096775,19,5,24.0,3.2916666666666665,0.09859154929577464,,3/4,0,True,24,6,40,1,16,False,True
River_running_free__Heather_Saville__m054-061__c001842.musicxml,candidate_musicxml_full_bothhands\River_running_free__Heather_Saville__m054-061__c001842.musicxml,True,,composistion,,2,16,8,81,7,4,0,0.0,C3,E6,40,13,0.203125,19,5,24.0,3.375,0.0958904109589041,,3/4,0,True,26,6,40,1,16,False,True
Rurouni_Kenshin_-_Departure_WIP__Composed_by_Noriyuki_AsakuraArranged_by_Ryan_Corp__m016-023__c001883.musicxml,candidate_musicxml_full_bothhands\Rurouni_Kenshin_-_Departure_WIP__Composed_by_Noriyuki_AsakuraArranged_by_Ryan_Corp__m016-023__c001883.musicxml,True,,,,2,16,8,95,1,0,0,0.0,A2,E5,31,18,0.2,17,4,32.0,2.96875,0.010752688172043012,,4/4,0,True,34,0,58,1,19,False,True
Sakura_no_Tsuiseki__Nathaniel_Van_Cleave__m015-022__c003486.musicxml,candidate_musicxml_full_bothhands\Sakura_no_Tsuiseki__Nathaniel_Van_Cleave__m015-022__c003486.musicxml,True,,Sakura no Tsuiseki,Nathaniel Van Cleave,2,16,8,56,1,1,0,0.0,B1,B5,48,14,0.2692307692307692,21,3,32.0,1.75,0.01818181818181818,,4/4,0,True,31,1,23,0,13,False,True
Samraat_-_Striving_for_life__NA__m009-016__c001015.musicxml,candidate_musicxml_full_bothhands\Samraat_-_Striving_for_life__NA__m009-016__c001015.musicxml,True,,,,2,16,8,97,6,1,0,0.0,A2,E6,43,22,0.26506024096385544,14,4,32.0,3.03125,0.06593406593406594,,4/4,0,True,35,3,50,3,14,False,True
sao5_10_gacha_01__BANDAI_NAMCO__m006-013__c003793.musicxml,candidate_musicxml_full_bothhands\sao5_10_gacha_01__BANDAI_NAMCO__m006-013__c003793.musicxml,True,,sao5_10_gacha_01,BANDAI NAMCO,2,16,8,99,6,0,2,0.020202020202020204,C2,C6,48,29,0.34523809523809523,19,4,32.0,3.09375,0.06521739130434782,,4/4,0,True,45,3,41,3,19,False,True
score__1797__m005-012__c003128.musicxml,candidate_musicxml_full_bothhands\score__1797__m005-012__c003128.musicxml,True,,Θούριος,Ρήγας Φεραίος 1797,2,16,8,52,2,8,1,0.019230769230769232,G2,F5,34,8,0.18181818181818182,9,4,32.0,1.625,0.041666666666666664,,4/4,0,True,27,0,19,2,14,False,True
score__1797__m010-017__c003129.musicxml,candidate_musicxml_full_bothhands\score__1797__m010-017__c003129.musicxml,True,,Θούριος,Ρήγας Φεραίος 1797,2,16,8,58,4,5,2,0.034482758620689655,G2,F5,34,13,0.2708333333333333,14,3,32.0,1.8125,0.07407407407407407,,4/4,0,True,27,0,23,4,14,False,True
score__1797__m021-028__c003130.musicxml,candidate_musicxml_full_bothhands\score__1797__m021-028__c003130.musicxml,True,,Θούριος,Ρήγας Φεραίος 1797,2,16,8,56,3,4,0,0.0,F2,G5,38,3,0.0625,9,3,32.0,1.75,0.05660377358490566,,4/4,0,True,26,0,24,3,16,False,True
score__m034-041__c002362.musicxml,candidate_musicxml_full_bothhands\score__m034-041__c002362.musicxml,True,,,,2,16,8,73,1,0,0,0.0,E2,G5,39,11,0.15942028985507245,9,3,32.0,2.28125,0.013888888888888888,,4/4,0,True,24,0,47,1,25,False,True
score__m039-046__c002363.musicxml,candidate_musicxml_full_bothhands\score__m039-046__c002363.musicxml,True,,,,2,16,8,67,2,0,0,0.0,E2,E5,36,4,0.06779661016949153,13,4,32.0,2.09375,0.031746031746031744,,4/4,0,True,26,0,35,2,20,False,True
